origin,crs_dep_hour,departing_flights_per_hour
ABE,0,103
ABE,3,2
ABE,7,24
ABE,8,287
ABE,9,680
ABE,10,538
ABE,11,778
ABE,12,1052
ABE,13,368
ABE,14,473
ABE,15,347
ABE,16,803
ABE,17,1916
ABE,18,581
ABE,19,131
ABE,20,329
ABE,21,868
ABE,22,1229
ABE,23,1202
ABI,1,1
ABI,8,1
ABI,10,482
ABI,11,47
ABI,12,372
ABI,13,225
ABI,14,2
ABI,15,362
ABI,16,344
ABI,17,186
ABI,18,386
ABI,19,555
ABI,20,164
ABI,21,608
ABI,22,27
ABI,23,442
ABQ,0,1117
ABQ,1,267
ABQ,6,21
ABQ,7,425
ABQ,8,1469
ABQ,9,2706
ABQ,10,2739
ABQ,11,5223
ABQ,12,4329
ABQ,13,2861
ABQ,14,3621
ABQ,15,2974
ABQ,16,2519
ABQ,17,3640
ABQ,18,2146
ABQ,19,2908
ABQ,20,2417
ABQ,21,3082
ABQ,22,4153
ABQ,23,5116
ABR,12,711
ABR,15,28
ABR,16,11
ABR,20,16
ABR,21,25
ABR,22,12
ABR,23,658
ABY,0,2
ABY,11,691
ABY,12,3
ABY,14,27
ABY,15,55
ABY,16,284
ABY,17,215
ABY,18,2
ABY,19,62
ABY,20,57
ABY,21,110
ABY,22,488
ACK,7,176
ACK,8,94
ACK,9,315
ACK,10,214
ACK,11,373
ACK,12,138
ACK,13,161
ACK,14,351
ACK,15,57
ACK,16,275
ACK,17,134
ACK,18,65
ACK,19,52
ACK,20,14
ACK,21,69
ACT,8,1
ACT,9,277
ACT,10,367
ACT,11,42
ACT,12,236
ACT,13,429
ACT,15,22
ACT,16,462
ACT,17,51
ACT,18,624
ACT,19,38
ACT,21,181
ACT,22,100
ACT,23,444
ACV,0,58
ACV,9,63
ACV,10,961
ACV,11,42
ACV,12,57
ACV,14,9
ACV,15,49
ACV,16,13
ACV,17,597
ACV,18,30
ACV,19,155
ACV,20,228
ACV,21,419
ACV,22,97
ACV,23,511
ACY,0,127
ACY,9,303
ACY,10,19
ACY,11,718
ACY,12,699
ACY,13,112
ACY,14,38
ACY,15,24
ACY,16,454
ACY,17,865
ACY,18,78
ACY,19,264
ACY,20,123
ACY,21,521
ACY,22,597
ACY,23,1355
ADK,15,33
ADK,16,166
ADQ,6,49
ADQ,7,474
ADQ,15,66
ADQ,16,638
AEX,0,2
AEX,8,1
AEX,9,772
AEX,10,341
AEX,11,756
AEX,12,35
AEX,13,362
AEX,14,342
AEX,15,644
AEX,16,528
AEX,17,711
AEX,18,7
AEX,19,92
AEX,20,461
AEX,21,391
AEX,22,986
AEX,23,126
AGS,0,481
AGS,1,11
AGS,6,1
AGS,8,224
AGS,9,590
AGS,10,637
AGS,11,510
AGS,12,835
AGS,13,229
AGS,14,832
AGS,15,905
AGS,16,639
AGS,17,595
AGS,18,764
AGS,19,528
AGS,20,742
AGS,21,296
AGS,22,511
AGS,23,825
AKN,16,124
ALB,0,1611
ALB,1,230
ALB,3,3
ALB,7,40
ALB,8,553
ALB,9,1721
ALB,10,1908
ALB,11,2224
ALB,12,2649
ALB,13,1816
ALB,14,1983
ALB,15,1552
ALB,16,2908
ALB,17,2761
ALB,18,2080
ALB,19,874
ALB,20,1192
ALB,21,2290
ALB,22,1543
ALB,23,3769
ALO,9,1
ALO,12,542
ALO,13,90
ALO,14,14
ALO,15,1
ALO,17,1
ALO,18,6
ALO,19,1
ALO,21,648
ALO,22,17
ALW,10,88
ALW,11,261
ALW,12,343
ALW,18,401
ALW,20,30
ALW,22,614
AMA,0,1
AMA,1,4
AMA,9,714
AMA,10,540
AMA,11,1332
AMA,12,642
AMA,13,827
AMA,14,353
AMA,15,994
AMA,16,1084
AMA,17,828
AMA,18,387
AMA,19,604
AMA,20,882
AMA,21,145
AMA,22,1305
AMA,23,951
ANC,0,1250
ANC,1,869
ANC,2,650
ANC,3,580
ANC,4,914
ANC,5,454
ANC,6,778
ANC,7,369
ANC,8,1309
ANC,9,1960
ANC,10,1627
ANC,11,563
ANC,12,1490
ANC,13,2497
ANC,14,3661
ANC,15,2321
ANC,16,1436
ANC,17,1375
ANC,18,1570
ANC,19,1567
ANC,20,3283
ANC,21,2526
ANC,22,2951
ANC,23,2603
APN,9,2
APN,13,700
APN,22,368
APN,23,119
ART,7,1
ART,9,25
ART,10,149
ART,11,241
ART,12,219
ART,13,1
ART,14,15
ART,17,22
ART,18,1
ART,19,245
ART,20,28
ART,21,19
ART,22,338
ASE,8,177
ASE,9,203
ASE,10,1200
ASE,11,1402
ASE,12,1969
ASE,13,710
ASE,14,833
ASE,15,751
ASE,16,984
ASE,17,305
ASE,18,431
ASE,19,1008
ASE,20,837
ASE,21,1231
ASE,22,228
ATL,0,4888
ATL,1,439
ATL,2,4
ATL,3,7
ATL,4,568
ATL,5,4146
ATL,6,12374
ATL,7,42582
ATL,8,65074
ATL,9,55917
ATL,10,40195
ATL,11,43290
ATL,12,41161
ATL,13,47302
ATL,14,58472
ATL,15,48668
ATL,16,43615
ATL,17,37142
ATL,18,50668
ATL,19,51070
ATL,20,58248
ATL,21,45857
ATL,22,18177
ATL,23,10280
ATW,6,129
ATW,7,21
ATW,8,190
ATW,9,109
ATW,10,908
ATW,11,1316
ATW,12,876
ATW,13,457
ATW,14,750
ATW,15,126
ATW,16,2375
ATW,17,721
ATW,18,383
ATW,19,316
ATW,20,1653
ATW,21,1820
ATW,22,662
ATW,23,66
ATY,0,119
ATY,12,113
ATY,13,1
ATY,16,237
ATY,20,1
ATY,21,20
AUS,0,3655
AUS,1,920
AUS,2,7
AUS,3,10
AUS,4,180
AUS,5,1131
AUS,6,125
AUS,7,1285
AUS,8,3922
AUS,9,5932
AUS,10,6713
AUS,11,9623
AUS,12,8070
AUS,13,8260
AUS,14,6330
AUS,15,8267
AUS,16,8098
AUS,17,8951
AUS,18,9043
AUS,19,5245
AUS,20,7152
AUS,21,5360
AUS,22,9096
AUS,23,11555
AVL,0,2
AVL,1,9
AVL,5,2
AVL,7,71
AVL,8,637
AVL,9,1337
AVL,10,978
AVL,11,1068
AVL,12,1422
AVL,13,834
AVL,14,1212
AVL,15,1216
AVL,16,1068
AVL,17,1750
AVL,18,1149
AVL,19,1040
AVL,20,793
AVL,21,1463
AVL,22,791
AVL,23,1339
AVP,0,307
AVP,1,5
AVP,3,3
AVP,8,208
AVP,9,371
AVP,10,116
AVP,11,869
AVP,12,388
AVP,13,617
AVP,14,617
AVP,15,115
AVP,16,1175
AVP,17,933
AVP,18,1072
AVP,19,173
AVP,20,447
AVP,21,1832
AVP,22,993
AVP,23,778
AZA,0,3
AZA,2,1
AZA,7,9
AZA,8,131
AZA,9,159
AZA,10,368
AZA,11,672
AZA,12,1007
AZA,13,1283
AZA,14,989
AZA,15,630
AZA,16,576
AZA,17,473
AZA,18,320
AZA,19,417
AZA,20,783
AZA,21,1283
AZA,22,1207
AZA,23,576
AZO,0,15
AZO,2,2
AZO,9,569
AZO,10,655
AZO,11,9
AZO,12,7
AZO,13,1343
AZO,14,40
AZO,15,400
AZO,16,150
AZO,17,1051
AZO,18,504
AZO,19,1
AZO,20,182
AZO,21,718
AZO,22,498
AZO,23,1496
BDL,0,3095
BDL,1,603
BDL,2,13
BDL,3,4
BDL,4,2
BDL,5,480
BDL,6,343
BDL,7,408
BDL,8,1701
BDL,9,4097
BDL,10,2945
BDL,11,2325
BDL,12,4260
BDL,13,2718
BDL,14,3070
BDL,15,2328
BDL,16,4877
BDL,17,3778
BDL,18,4891
BDL,19,2298
BDL,20,2083
BDL,21,3211
BDL,22,3127
BDL,23,6379
BET,7,202
BET,11,370
BET,12,327
BET,20,709
BFF,13,1
BFF,14,128
BFF,15,249
BFF,16,130
BFF,21,658
BFL,0,2
BFL,8,2
BFL,10,86
BFL,11,1055
BFL,12,264
BFL,13,123
BFL,14,129
BFL,15,187
BFL,16,48
BFL,18,469
BFL,19,4
BFL,20,769
BFL,21,1315
BFL,22,114
BFL,23,160
BFM,9,3
BFM,10,21
BFM,11,13
BFM,12,29
BFM,13,2
BFM,14,3
BFM,17,10
BFM,18,73
BGM,9,2
BGM,10,68
BGM,11,189
BGM,12,326
BGM,14,5
BGM,16,56
BGM,17,533
BGM,21,14
BGM,22,331
BGM,23,314
BGR,0,30
BGR,8,58
BGR,9,453
BGR,10,500
BGR,11,1423
BGR,12,1260
BGR,13,380
BGR,14,909
BGR,15,877
BGR,16,882
BGR,17,810
BGR,18,312
BGR,19,88
BGR,20,163
BGR,21,772
BGR,22,923
BGR,23,1105
BHM,0,177
BHM,1,34
BHM,6,40
BHM,7,571
BHM,8,1590
BHM,9,2422
BHM,10,3150
BHM,11,1097
BHM,12,2115
BHM,13,2031
BHM,14,3877
BHM,15,1587
BHM,16,3772
BHM,17,2445
BHM,18,3448
BHM,19,1262
BHM,20,1906
BHM,21,4026
BHM,22,3323
BHM,23,1475
BIL,0,661
BIL,1,4
BIL,8,36
BIL,9,799
BIL,10,257
BIL,11,521
BIL,12,1812
BIL,13,462
BIL,14,645
BIL,15,350
BIL,16,364
BIL,17,993
BIL,18,464
BIL,19,473
BIL,20,614
BIL,21,708
BIL,22,247
BIL,23,1012
BIS,0,129
BIS,1,1
BIS,8,177
BIS,9,80
BIS,10,736
BIS,11,342
BIS,12,1227
BIS,13,784
BIS,14,696
BIS,15,594
BIS,16,1488
BIS,17,262
BIS,18,83
BIS,19,693
BIS,20,592
BIS,21,290
BIS,22,858
BIS,23,1065
BJI,9,6
BJI,12,722
BJI,15,6
BJI,17,1
BJI,18,14
BJI,20,14
BJI,21,37
BJI,22,4
BJI,23,661
BKG,9,4
BKG,11,4
BKG,12,30
BKG,13,41
BKG,15,13
BKG,16,63
BKG,17,21
BKG,18,67
BKG,20,49
BLI,0,632
BLI,7,8
BLI,8,282
BLI,9,588
BLI,10,159
BLI,11,204
BLI,12,80
BLI,13,387
BLI,14,715
BLI,15,731
BLI,16,153
BLI,17,132
BLI,18,344
BLI,19,627
BLI,20,286
BLI,21,654
BLI,22,576
BLI,23,387
BLV,7,104
BLV,8,291
BLV,9,160
BLV,10,91
BLV,11,52
BLV,12,81
BLV,13,152
BLV,14,248
BLV,15,167
BLV,16,205
BLV,17,62
BLV,18,77
BLV,19,246
BLV,20,71
BLV,21,8
BLV,22,1
BMI,1,2
BMI,2,1
BMI,7,164
BMI,8,132
BMI,9,734
BMI,10,307
BMI,11,332
BMI,12,104
BMI,13,74
BMI,14,797
BMI,15,81
BMI,16,762
BMI,17,338
BMI,18,58
BMI,19,110
BMI,20,514
BMI,21,498
BMI,22,707
BMI,23,349
BNA,0,1261
BNA,1,524
BNA,3,1
BNA,4,316
BNA,5,682
BNA,6,1904
BNA,7,7240
BNA,8,8764
BNA,9,11645
BNA,10,7999
BNA,11,7350
BNA,12,8366
BNA,13,8793
BNA,14,7858
BNA,15,8032
BNA,16,10838
BNA,17,8414
BNA,18,14145
BNA,19,7340
BNA,20,10716
BNA,21,9939
BNA,22,7254
BNA,23,7711
BOI,0,2075
BOI,1,37
BOI,7,264
BOI,8,1542
BOI,9,1507
BOI,10,3545
BOI,11,2393
BOI,12,2799
BOI,13,3590
BOI,14,3697
BOI,15,2294
BOI,16,1563
BOI,17,3323
BOI,18,2263
BOI,19,3719
BOI,20,2845
BOI,21,4576
BOI,22,3882
BOI,23,3961
BOS,0,10273
BOS,1,2146
BOS,2,17
BOS,3,14
BOS,4,1335
BOS,5,6375
BOS,6,5555
BOS,7,12813
BOS,8,12932
BOS,9,11247
BOS,10,17933
BOS,11,11727
BOS,12,15198
BOS,13,16799
BOS,14,16935
BOS,15,17645
BOS,16,18113
BOS,17,19120
BOS,18,17015
BOS,19,17556
BOS,20,15950
BOS,21,16307
BOS,22,16514
BOS,23,15996
BOS,24,10
BPT,1,1
BPT,9,33
BPT,10,85
BPT,11,309
BPT,12,190
BPT,13,29
BPT,15,285
BPT,16,126
BPT,17,73
BPT,19,1
BPT,20,17
BPT,21,233
BPT,22,323
BPT,23,72
BQK,0,2
BQK,11,680
BQK,12,31
BQK,13,2
BQK,15,24
BQK,16,597
BQK,20,641
BQK,21,60
BQK,22,14
BQN,0,1100
BQN,1,620
BQN,2,612
BQN,3,842
BQN,4,247
BQN,7,7
BQN,8,94
BQN,9,162
BQN,10,33
BQN,11,10
BQN,12,176
BQN,13,42
BQN,14,118
BQN,15,9
BQN,16,44
BQN,18,8
BQN,22,1
BQN,23,104
BRD,15,497
BRD,16,5
BRD,17,37
BRD,20,84
BRD,21,39
BRD,22,200
BRD,23,386
BRO,0,104
BRO,2,1
BRO,8,21
BRO,10,623
BRO,11,668
BRO,12,166
BRO,13,574
BRO,14,49
BRO,15,763
BRO,16,76
BRO,17,372
BRO,18,409
BRO,19,128
BRO,20,18
BRO,21,17
BRO,22,326
BRO,23,849
BRW,10,447
BRW,11,235
BRW,12,24
BRW,18,702
BRW,19,1
BTM,1,1
BTM,11,3
BTM,12,449
BTM,14,165
BTM,16,1
BTM,18,98
BTM,19,9
BTM,21,2
BTM,22,24
BTM,23,589
BTR,0,4
BTR,1,6
BTR,8,732
BTR,9,794
BTR,10,830
BTR,11,1621
BTR,12,202
BTR,13,1338
BTR,14,656
BTR,15,1087
BTR,16,197
BTR,17,1796
BTR,18,664
BTR,19,1025
BTR,20,1272
BTR,21,913
BTR,22,1014
BTR,23,832
BTV,0,646
BTV,2,2
BTV,7,51
BTV,8,403
BTV,9,1488
BTV,10,850
BTV,11,1507
BTV,12,2190
BTV,13,1263
BTV,14,1741
BTV,15,1107
BTV,16,1909
BTV,17,1356
BTV,18,1335
BTV,19,200
BTV,20,564
BTV,21,1290
BTV,22,2743
BTV,23,2325
BUF,0,2896
BUF,1,563
BUF,2,3
BUF,5,101
BUF,6,318
BUF,7,758
BUF,8,1566
BUF,9,2825
BUF,10,3780
BUF,11,3932
BUF,12,3625
BUF,13,2141
BUF,14,3732
BUF,15,3049
BUF,16,4935
BUF,17,4620
BUF,18,3732
BUF,19,1221
BUF,20,2544
BUF,21,2006
BUF,22,2069
BUF,23,6418
BUR,7,2433
BUR,8,3115
BUR,9,4510
BUR,10,3449
BUR,11,3552
BUR,12,4012
BUR,13,3715
BUR,14,3025
BUR,15,3775
BUR,16,3794
BUR,17,3249
BUR,18,3400
BUR,19,4196
BUR,20,4933
BUR,21,7535
BWI,0,7631
BWI,1,1343
BWI,2,1
BWI,3,3
BWI,4,823
BWI,5,1953
BWI,6,3092
BWI,7,11994
BWI,8,8108
BWI,9,12435
BWI,10,12448
BWI,11,9162
BWI,12,12720
BWI,13,10023
BWI,14,13344
BWI,15,13967
BWI,16,10486
BWI,17,10101
BWI,18,14719
BWI,19,11604
BWI,20,10524
BWI,21,13790
BWI,22,7099
BWI,23,10280
BWI,24,10
BZN,0,594
BZN,1,3
BZN,2,2
BZN,8,12
BZN,9,446
BZN,10,934
BZN,11,1585
BZN,12,2872
BZN,13,1493
BZN,14,530
BZN,15,1026
BZN,16,785
BZN,17,996
BZN,18,1073
BZN,19,408
BZN,20,684
BZN,21,821
BZN,22,614
BZN,23,887
CAE,0,1007
CAE,1,14
CAE,3,1
CAE,7,1
CAE,8,778
CAE,9,560
CAE,10,686
CAE,11,690
CAE,12,1397
CAE,13,1069
CAE,14,1552
CAE,15,1116
CAE,16,510
CAE,17,2450
CAE,18,1394
CAE,19,1288
CAE,20,1336
CAE,21,1743
CAE,22,895
CAE,23,2697
CAK,1,1
CAK,8,16
CAK,9,509
CAK,10,778
CAK,11,1204
CAK,12,462
CAK,13,952
CAK,14,1595
CAK,15,329
CAK,16,1198
CAK,17,817
CAK,18,370
CAK,19,1427
CAK,20,1795
CAK,21,1661
CAK,22,1087
CAK,23,1735
CDC,9,501
CDC,10,113
CDC,14,22
CDC,15,1
CDC,17,27
CDC,18,566
CDC,21,49
CDC,23,101
CDV,12,698
CDV,15,29
CDV,16,687
CGI,11,281
CGI,12,297
CGI,15,91
CGI,16,198
CGI,17,3
CGI,18,1
CGI,21,1
CGI,22,177
CGI,23,442
CHA,0,543
CHA,1,13
CHA,2,2
CHA,7,22
CHA,8,326
CHA,9,541
CHA,10,1813
CHA,11,1236
CHA,12,948
CHA,13,739
CHA,14,1446
CHA,15,1433
CHA,16,712
CHA,17,1514
CHA,18,788
CHA,19,1673
CHA,20,601
CHA,21,1835
CHA,22,1373
CHA,23,1632
CHO,0,20
CHO,1,10
CHO,3,3
CHO,8,62
CHO,9,179
CHO,10,1156
CHO,11,917
CHO,12,2037
CHO,13,788
CHO,14,1415
CHO,15,1195
CHO,16,109
CHO,17,917
CHO,18,1290
CHO,19,1501
CHO,20,1407
CHO,21,1160
CHO,22,927
CHO,23,1582
CHS,0,874
CHS,1,261
CHS,3,2
CHS,7,124
CHS,8,1297
CHS,9,2339
CHS,10,4421
CHS,11,2622
CHS,12,4395
CHS,13,3789
CHS,14,4243
CHS,15,2887
CHS,16,3069
CHS,17,3154
CHS,18,3450
CHS,19,3046
CHS,20,1272
CHS,21,2582
CHS,22,3052
CHS,23,4739
CID,1,9
CID,2,1
CID,5,1
CID,7,25
CID,8,690
CID,9,664
CID,10,1335
CID,11,2087
CID,12,1403
CID,13,890
CID,14,1751
CID,15,619
CID,16,2427
CID,17,1308
CID,18,736
CID,19,666
CID,20,714
CID,21,1284
CID,22,1849
CID,23,1725
CIU,9,2
CIU,10,5
CIU,13,15
CIU,15,574
CIU,17,2
CIU,21,37
CIU,22,64
CIU,23,608
CKB,7,12
CKB,8,21
CKB,9,19
CKB,10,9
CKB,11,4
CKB,12,7
CKB,13,629
CKB,14,19
CKB,15,29
CKB,16,49
CKB,18,188
CKB,19,227
CKB,20,350
CKB,23,54
CLE,0,4210
CLE,1,308
CLE,2,6
CLE,3,3
CLE,4,616
CLE,5,799
CLE,6,1081
CLE,7,799
CLE,8,3628
CLE,9,3302
CLE,10,6103
CLE,11,6918
CLE,12,4777
CLE,13,6369
CLE,14,6332
CLE,15,4816
CLE,16,7006
CLE,17,6844
CLE,18,8724
CLE,19,5301
CLE,20,5216
CLE,21,5014
CLE,22,5704
CLE,23,7818
CLE,24,8
CLL,0,1
CLL,1,3
CLL,8,77
CLL,9,251
CLL,10,509
CLL,11,200
CLL,12,69
CLL,13,334
CLL,14,283
CLL,15,710
CLL,16,7
CLL,17,539
CLL,18,89
CLL,19,33
CLL,20,24
CLL,21,594
CLL,22,656
CLL,23,69
CLT,0,2539
CLT,1,472
CLT,3,6
CLT,4,3
CLT,5,1114
CLT,6,33039
CLT,7,5911
CLT,8,54428
CLT,9,6367
CLT,10,56294
CLT,11,7829
CLT,12,41226
CLT,13,35632
CLT,14,15350
CLT,15,47735
CLT,16,16162
CLT,17,37986
CLT,18,19684
CLT,19,39439
CLT,20,13570
CLT,21,45686
CLT,22,2858
CLT,23,5824
CMH,0,2751
CMH,1,660
CMH,3,4
CMH,4,45
CMH,5,624
CMH,6,962
CMH,7,946
CMH,8,2569
CMH,9,4741
CMH,10,5331
CMH,11,6929
CMH,12,3526
CMH,13,5616
CMH,14,5238
CMH,15,6142
CMH,16,5497
CMH,17,8365
CMH,18,6700
CMH,19,4640
CMH,20,4123
CMH,21,4957
CMH,22,7327
CMH,23,8979
CMI,7,1
CMI,8,1
CMI,9,580
CMI,10,242
CMI,11,2
CMI,12,306
CMI,13,39
CMI,14,917
CMI,15,310
CMI,16,177
CMI,17,368
CMI,18,277
CMI,19,684
CMI,20,1082
CMI,21,637
CMI,22,39
CMX,12,685
CMX,22,1
CMX,23,659
CNY,9,369
CNY,10,16
CNY,11,22
CNY,12,59
CNY,13,3
CNY,14,36
CNY,15,31
CNY,16,3
CNY,17,463
COD,9,22
COD,10,304
COD,11,210
COD,12,478
COD,13,7
COD,14,63
COD,16,86
COD,17,169
COD,18,15
COD,19,68
COD,20,496
COD,21,157
COD,22,2
COD,23,44
COS,0,1
COS,1,6
COS,7,1
COS,8,346
COS,9,385
COS,10,1642
COS,11,2768
COS,12,1560
COS,13,261
COS,14,495
COS,15,1250
COS,16,1513
COS,17,1600
COS,18,1397
COS,19,2197
COS,20,1365
COS,21,2213
COS,22,1046
COS,23,1416
COU,0,30
COU,1,5
COU,2,2
COU,9,230
COU,10,145
COU,11,266
COU,12,254
COU,13,310
COU,14,889
COU,15,357
COU,17,278
COU,18,235
COU,19,144
COU,20,348
COU,21,829
COU,22,919
COU,23,524
CPR,0,2
CPR,9,98
CPR,10,310
CPR,11,707
CPR,12,393
CPR,13,10
CPR,14,303
CPR,16,480
CPR,17,212
CPR,18,109
CPR,19,289
CPR,20,409
CPR,21,553
CPR,23,455
CRP,0,2
CRP,1,6
CRP,8,494
CRP,9,536
CRP,10,932
CRP,11,1132
CRP,12,289
CRP,13,720
CRP,14,183
CRP,15,1244
CRP,16,263
CRP,17,1828
CRP,18,27
CRP,19,1070
CRP,20,579
CRP,21,400
CRP,22,839
CRP,23,607
CRW,0,2
CRW,2,1
CRW,8,461
CRW,9,95
CRW,10,815
CRW,11,1100
CRW,12,388
CRW,13,571
CRW,14,746
CRW,15,397
CRW,16,966
CRW,17,751
CRW,18,487
CRW,19,949
CRW,20,775
CRW,21,456
CRW,22,751
CRW,23,1110
CSG,0,2
CSG,10,181
CSG,11,535
CSG,13,1
CSG,14,524
CSG,15,13
CSG,16,16
CSG,17,341
CSG,18,194
CSG,19,52
CSG,20,529
CSG,21,131
CVG,0,1594
CVG,1,144
CVG,2,8
CVG,3,4
CVG,4,65
CVG,5,1953
CVG,6,949
CVG,7,849
CVG,8,2885
CVG,9,4521
CVG,10,6188
CVG,11,7404
CVG,12,5148
CVG,13,5595
CVG,14,7114
CVG,15,6647
CVG,16,7279
CVG,17,6567
CVG,18,5316
CVG,19,6869
CVG,20,4840
CVG,21,7170
CVG,22,6060
CVG,23,6438
CWA,1,2
CWA,8,152
CWA,9,557
CWA,10,119
CWA,11,751
CWA,12,670
CWA,13,108
CWA,14,353
CWA,15,677
CWA,16,678
CWA,17,178
CWA,18,56
CWA,19,3
CWA,20,1102
CWA,21,571
CWA,22,302
CWA,23,470
CYS,10,107
CYS,11,201
CYS,12,93
CYS,14,1
CYS,18,4
CYS,23,131
DAB,0,52
DAB,1,2
DAB,9,142
DAB,10,948
DAB,11,509
DAB,12,92
DAB,13,951
DAB,14,156
DAB,15,16
DAB,16,877
DAB,17,349
DAB,18,114
DAB,19,609
DAB,20,573
DAB,21,128
DAB,22,44
DAB,23,1191
DAL,6,2257
DAL,7,5608
DAL,8,8094
DAL,9,7819
DAL,10,6353
DAL,11,7924
DAL,12,8476
DAL,13,8952
DAL,14,8539
DAL,15,9652
DAL,16,8388
DAL,17,8851
DAL,18,8099
DAL,19,8561
DAL,20,10386
DAL,21,9017
DAL,22,9688
DAL,23,4946
DAY,0,551
DAY,1,6
DAY,3,1
DAY,8,415
DAY,9,1578
DAY,10,2932
DAY,11,1211
DAY,12,620
DAY,13,3205
DAY,14,1902
DAY,15,1758
DAY,16,1826
DAY,17,2461
DAY,18,2088
DAY,19,2358
DAY,20,2209
DAY,21,2797
DAY,22,1430
DAY,23,3946
DBQ,10,87
DBQ,11,589
DBQ,13,2
DBQ,14,32
DBQ,15,124
DBQ,16,431
DBQ,17,19
DBQ,18,1
DBQ,19,18
DBQ,21,636
DCA,0,1330
DCA,1,10
DCA,3,2
DCA,5,2
DCA,6,4446
DCA,7,15287
DCA,8,9478
DCA,9,18347
DCA,10,18610
DCA,11,13683
DCA,12,18015
DCA,13,18874
DCA,14,19774
DCA,15,15778
DCA,16,22087
DCA,17,11407
DCA,18,19704
DCA,19,15417
DCA,20,13545
DCA,21,19813
DCA,22,14285
DCA,23,8549
DEN,0,4419
DEN,1,1476
DEN,2,29
DEN,3,3
DEN,4,2826
DEN,5,20
DEN,6,15088
DEN,7,33965
DEN,8,38017
DEN,9,35515
DEN,10,45699
DEN,11,25529
DEN,12,33455
DEN,13,23488
DEN,14,41260
DEN,15,19889
DEN,16,42316
DEN,17,27481
DEN,18,37885
DEN,19,39861
DEN,20,16137
DEN,21,28788
DEN,22,16219
DEN,23,12707
DFW,0,3663
DFW,1,799
DFW,2,104
