origin,crs_dep_hour,departing_flights_per_hour
PLN,15,77
PLN,16,10
PLN,17,12
PLN,21,657
PLN,22,33
PNS,0,11
PNS,1,2
PNS,7,15
PNS,8,1207
PNS,9,1445
PNS,10,1734
PNS,11,1012
PNS,12,2153
PNS,13,1775
PNS,14,1207
PNS,15,1796
PNS,16,1176
PNS,17,880
PNS,18,2808
PNS,19,595
PNS,20,1822
PNS,21,1310
PNS,22,2052
PNS,23,916
PPG,6,26
PPG,21,215
PQI,10,5
PQI,11,362
PQI,20,3
PQI,21,17
PQI,22,62
PQI,23,386
PRC,11,3
PRC,13,67
PRC,14,187
PRC,15,45
PRC,16,7
PRC,17,57
PRC,19,117
PRC,20,121
PRC,21,240
PRC,22,91
PRC,23,20
PSC,0,697
PSC,1,1
PSC,2,2
PSC,7,87
PSC,8,609
PSC,9,53
PSC,10,556
PSC,11,1121
PSC,12,1307
PSC,13,718
PSC,14,685
PSC,15,746
PSC,16,1441
PSC,17,466
PSC,18,1105
PSC,19,117
PSC,20,871
PSC,21,1303
PSC,22,465
PSC,23,868
PSE,0,490
PSE,1,475
PSE,2,328
PSE,3,211
PSE,4,40
PSE,9,42
PSE,23,7
PSG,10,371
PSG,11,337
PSG,12,1
PSG,14,709
PSM,8,31
PSM,9,143
PSM,10,94
PSM,11,57
PSM,12,36
PSM,13,1
PSM,14,9
PSM,15,13
PSM,16,68
PSM,17,129
PSM,18,65
PSM,19,71
PSM,20,2
PSP,0,57
PSP,1,5
PSP,7,4
PSP,8,852
PSP,9,786
PSP,10,2199
PSP,11,1992
PSP,12,2589
PSP,13,1062
PSP,14,1353
PSP,15,682
PSP,16,1309
PSP,17,1410
PSP,18,1337
PSP,19,1315
PSP,20,1947
PSP,21,2203
PSP,22,1419
PSP,23,223
PUB,5,569
PUB,7,1
PUB,12,33
PUB,13,260
PUB,14,27
PUB,15,47
PUB,16,143
PUB,18,2
PUB,20,143
PUB,21,567
PUW,0,651
PUW,10,478
PUW,11,178
PUW,12,45
PUW,14,565
PUW,16,4
PUW,18,580
PVD,0,1741
PVD,1,695
PVD,2,5
PVD,5,125
PVD,6,53
PVD,7,99
PVD,8,1354
PVD,9,2267
PVD,10,1564
PVD,11,2240
PVD,12,3138
PVD,13,2670
PVD,14,2378
PVD,15,1904
PVD,16,3587
PVD,17,3147
PVD,18,2117
PVD,19,1302
PVD,20,1202
PVD,21,1942
PVD,22,3156
PVD,23,3041
PVU,7,10
PVU,8,118
PVU,9,237
PVU,10,96
PVU,11,46
PVU,12,51
PVU,13,166
PVU,14,223
PVU,15,215
PVU,16,40
PVU,17,13
PVU,18,26
PVU,19,6
PVU,20,14
PWM,0,792
PWM,1,3
PWM,2,1
PWM,7,393
PWM,8,214
PWM,9,1124
PWM,10,1987
PWM,11,2067
PWM,12,3063
PWM,13,1596
PWM,14,1779
PWM,15,1312
PWM,16,2595
PWM,17,2143
PWM,18,1830
PWM,19,978
PWM,20,545
PWM,21,1296
PWM,22,1926
PWM,23,3334
RAP,1,3
RAP,8,26
RAP,9,680
RAP,10,844
RAP,11,1806
RAP,12,1308
RAP,13,594
RAP,14,606
RAP,15,630
RAP,16,855
RAP,17,607
RAP,18,410
RAP,19,446
RAP,20,788
RAP,21,1053
RAP,22,364
RAP,23,586
RDD,8,102
RDD,9,422
RDD,10,159
RDD,11,72
RDD,13,17
RDD,14,3
RDD,16,61
RDD,17,618
RDD,18,1
RDD,19,16
RDD,20,74
RDD,21,372
RDD,22,354
RDD,23,202
RDM,0,1228
RDM,8,410
RDM,9,381
RDM,10,1103
RDM,11,1401
RDM,12,1597
RDM,13,561
RDM,14,1577
RDM,15,403
RDM,16,645
RDM,17,741
RDM,18,1195
RDM,19,541
RDM,20,1126
RDM,21,947
RDM,22,2081
RDM,23,713
RDU,0,3507
RDU,1,390
RDU,3,7
RDU,4,539
RDU,5,783
RDU,6,1020
RDU,7,2967
RDU,8,6200
RDU,9,6670
RDU,10,7536
RDU,11,8739
RDU,12,6158
RDU,13,7479
RDU,14,7645
RDU,15,7423
RDU,16,9510
RDU,17,10059
RDU,18,9419
RDU,19,9436
RDU,20,5590
RDU,21,7095
RDU,22,7171
RDU,23,8917
RFD,7,30
RFD,8,199
RFD,9,145
RFD,10,24
RFD,11,95
RFD,12,176
RFD,13,64
RFD,14,38
RFD,15,138
RFD,16,130
RFD,17,88
RFD,18,61
RFD,19,122
RFD,20,97
RFD,21,4
RHI,11,78
RHI,12,2
RHI,14,8
RHI,15,688
RHI,16,13
RHI,20,29
RHI,21,29
RHI,22,216
RHI,23,434
RIC,0,2485
RIC,1,13
RIC,3,3
RIC,7,402
RIC,8,1353
RIC,9,2695
RIC,10,3692
RIC,11,3562
RIC,12,3131
RIC,13,3588
RIC,14,2464
RIC,15,3664
RIC,16,4340
RIC,17,5233
RIC,18,2729
RIC,19,3133
RIC,20,1217
RIC,21,5291
RIC,22,3451
RIC,23,3834
RKS,8,2
RKS,9,1
RKS,11,2
RKS,12,12
RKS,14,24
RKS,16,613
RKS,17,19
RKS,18,2
RKS,19,130
RKS,20,264
RKS,21,307
RKS,22,1
RKS,23,3
RNO,0,859
RNO,1,24
RNO,6,63
RNO,7,673
RNO,8,1842
RNO,9,3711
RNO,10,3423
RNO,11,3163
RNO,12,3073
RNO,13,1503
RNO,14,2033
RNO,15,2452
RNO,16,2077
RNO,17,2935
RNO,18,2701
RNO,19,2562
RNO,20,2569
RNO,21,2679
RNO,22,2839
RNO,23,3800
ROA,0,1
ROA,1,6
ROA,2,1
ROA,3,2
ROA,7,75
ROA,8,739
ROA,9,530
ROA,10,1247
ROA,11,193
ROA,12,821
ROA,13,1605
ROA,14,954
ROA,15,607
ROA,16,805
ROA,17,1303
ROA,18,516
ROA,19,1148
ROA,20,1204
ROA,21,1072
ROA,22,492
ROA,23,945
ROC,0,1338
ROC,1,9
ROC,2,4
ROC,3,2
ROC,7,1
ROC,8,597
ROC,9,3459
ROC,10,2070
ROC,11,3746
ROC,12,1686
ROC,13,2112
ROC,14,3014
ROC,15,935
ROC,16,3189
ROC,17,3551
ROC,18,1961
ROC,19,575
ROC,20,1104
ROC,21,1267
ROC,22,1168
ROC,23,4744
ROC,24,24
ROP,12,65
ROP,14,86
ROW,0,47
ROW,9,514
ROW,10,160
ROW,11,305
ROW,14,411
ROW,15,65
ROW,16,374
ROW,17,154
ROW,18,1
ROW,19,19
ROW,20,1
ROW,21,15
ROW,22,240
ROW,23,393
RST,1,3
RST,9,782
RST,10,66
RST,11,490
RST,12,624
RST,13,78
RST,14,1321
RST,15,1204
RST,16,96
RST,17,731
RST,18,238
RST,19,163
RST,20,413
RST,21,995
RST,22,575
RST,23,331
RSW,0,1628
RSW,1,421
RSW,2,9
RSW,3,2
RSW,5,136
RSW,6,162
RSW,7,98
RSW,8,1394
RSW,9,4421
RSW,10,5025
RSW,11,5946
RSW,12,4074
RSW,13,4847
RSW,14,3555
RSW,15,4508
RSW,16,4231
RSW,17,4089
RSW,18,5003
RSW,19,3292
RSW,20,2759
RSW,21,3054
RSW,22,2612
RSW,23,4655
RSW,24,3
SAF,1,2
SAF,8,12
SAF,9,264
SAF,10,795
SAF,11,49
SAF,12,480
SAF,13,33
SAF,14,360
SAF,15,364
SAF,16,460
SAF,17,933
SAF,18,20
SAF,19,226
SAF,20,16
SAF,21,684
SAF,22,95
SAF,23,327
SAN,0,84
SAN,1,1
SAN,6,860
SAN,7,6636
SAN,8,10881
SAN,9,12860
SAN,10,14888
SAN,11,11298
SAN,12,11745
SAN,13,10808
SAN,14,10792
SAN,15,9578
SAN,16,10155
SAN,17,9765
SAN,18,9836
SAN,19,14001
SAN,20,12291
SAN,21,12030
SAN,22,14337
SAN,23,9505
SAT,0,2071
SAT,1,392
SAT,2,19
SAT,3,7
SAT,4,29
SAT,5,140
SAT,7,600
SAT,8,2590
SAT,9,3047
SAT,10,4067
SAT,11,6061
SAT,12,4087
SAT,13,5588
SAT,14,3743
SAT,15,5701
SAT,16,5997
SAT,17,6329
SAT,18,4234
SAT,19,3933
SAT,20,4670
SAT,21,5277
SAT,22,5930
SAT,23,8388
SAV,0,319
SAV,1,6
SAV,3,3
SAV,7,8
SAV,8,857
SAV,9,1941
SAV,10,2717
SAV,11,1849
SAV,12,2957
SAV,13,2038
SAV,14,2503
SAV,15,1734
SAV,16,2484
SAV,17,3531
SAV,18,1735
SAV,19,1945
SAV,20,747
SAV,21,2262
SAV,22,2449
SAV,23,3334
SBA,0,30
SBA,8,254
SBA,9,1524
SBA,10,1024
SBA,11,828
SBA,12,1086
SBA,13,1429
SBA,14,359
SBA,15,1685
SBA,16,1097
SBA,17,923
SBA,18,928
SBA,19,113
SBA,20,1007
SBA,21,1178
SBA,22,362
SBA,23,1068
SBN,0,19
SBN,5,5
SBN,6,123
SBN,8,91
SBN,9,815
SBN,10,540
SBN,11,1028
SBN,12,395
SBN,13,1241
SBN,14,245
SBN,15,1160
SBN,16,1396
SBN,17,1104
SBN,18,536
SBN,19,754
SBN,20,832
SBN,21,2146
SBN,22,1589
SBN,23,444
SBP,0,161
SBP,1,3
SBP,7,99
SBP,8,356
SBP,9,660
SBP,10,644
SBP,11,1307
SBP,12,862
SBP,13,394
SBP,14,84
SBP,15,1124
SBP,16,370
SBP,17,410
SBP,18,771
SBP,19,390
SBP,20,833
SBP,21,706
SBP,22,171
SBP,23,1082
SBY,0,3
SBY,8,69
SBY,9,131
SBY,10,77
SBY,11,795
SBY,12,217
SBY,13,49
SBY,14,202
SBY,15,260
SBY,16,80
SBY,17,104
SBY,18,162
SBY,19,610
SBY,20,173
SBY,21,458
SBY,22,394
SBY,23,1
SCC,8,60
SCC,9,624
SCC,10,36
SCC,13,204
SCC,14,285
SCC,15,7
SCC,16,588
SCC,17,126
SCE,0,2
SCE,1,1
SCE,3,1
SCE,8,19
SCE,9,724
SCE,10,531
SCE,11,376
SCE,12,552
SCE,13,689
SCE,14,768
SCE,15,86
SCE,16,634
SCE,17,1186
SCE,18,656
SCE,19,57
SCE,20,644
SCE,21,372
SCE,22,612
SCE,23,1117
SCK,7,54
SCK,8,91
SCK,9,64
SCK,10,17
SCK,11,51
SCK,12,104
SCK,13,104
SCK,14,196
SCK,15,115
SCK,16,248
SCK,17,60
SCK,18,170
SCK,19,105
SCK,20,329
SCK,21,58
SDF,0,2228
SDF,1,145
SDF,2,1
SDF,3,4
SDF,5,76
SDF,6,153
SDF,7,8
SDF,8,877
SDF,9,2256
SDF,10,3197
SDF,11,4109
SDF,12,2587
SDF,13,3342
SDF,14,3526
SDF,15,3356
SDF,16,2699
SDF,17,4544
SDF,18,2996
SDF,19,3353
SDF,20,2417
SDF,21,3695
SDF,22,3943
SDF,23,4553
SEA,0,4913
SEA,1,1347
SEA,2,1090
SEA,3,20
SEA,4,1496
SEA,5,5760
SEA,6,12802
SEA,7,9967
SEA,8,24313
SEA,9,16853
SEA,10,33119
SEA,11,14959
SEA,12,26768
SEA,13,10718
SEA,14,27606
SEA,15,10164
SEA,16,28581
SEA,17,13681
SEA,18,21104
SEA,19,18165
SEA,20,32600
SEA,21,21301
SEA,22,27953
SEA,23,9895
SFB,2,2
SFB,7,21
SFB,8,306
SFB,9,326
SFB,10,516
SFB,11,1472
SFB,12,2196
SFB,13,2149
SFB,14,1059
SFB,15,826
SFB,16,1031
SFB,17,1668
SFB,18,1236
SFB,19,1330
SFB,20,1386
SFB,21,1189
SFB,22,2054
SFB,23,1381
SFO,0,5919
SFO,1,2480
SFO,2,10
SFO,3,1
SFO,4,1365
SFO,5,2031
SFO,6,3050
SFO,7,17866
SFO,8,17479
SFO,9,28484
SFO,10,17693
SFO,11,22922
SFO,12,21327
SFO,13,17575
SFO,14,16206
SFO,15,20476
SFO,16,15530
SFO,17,16859
SFO,18,17553
SFO,19,22681
SFO,20,22977
SFO,21,27239
SFO,22,19405
SFO,23,13276
SFO,24,1
SGF,0,1
SGF,1,10
SGF,7,114
SGF,8,199
SGF,9,253
SGF,10,2364
SGF,11,1208
SGF,12,1431
SGF,13,1703
SGF,14,1299
SGF,15,1502
SGF,16,1084
SGF,17,1546
SGF,18,1124
SGF,19,787
SGF,20,1543
SGF,21,2462
SGF,22,1053
SGF,23,790
SGU,0,9
SGU,1,3
SGU,8,4
SGU,9,6
SGU,10,302
SGU,11,468
SGU,12,623
SGU,13,390
SGU,14,552
SGU,15,207
SGU,16,133
SGU,17,101
SGU,18,724
SGU,19,269
SGU,20,642
SGU,21,189
SGU,22,748
SGU,23,442
SHD,9,25
SHD,10,1
SHD,13,583
SHD,14,1
SHD,18,265
SHD,19,103
SHD,20,177
SHD,23,170
SHV,1,4
SHV,3,2
SHV,7,29
SHV,8,346
SHV,9,1141
SHV,10,619
SHV,11,300
SHV,12,683
SHV,13,1494
SHV,14,528
SHV,15,1182
SHV,16,988
SHV,17,891
SHV,18,469
SHV,19,1136
SHV,20,669
SHV,21,1144
SHV,22,855
SHV,23,1017
SIT,0,1
SIT,6,1
SIT,9,189
SIT,10,236
SIT,11,480
SIT,13,207
SIT,14,14
SIT,15,9
SIT,18,714
SIT,19,2
SIT,20,195
SIT,21,1
SIT,22,1
SIT,23,586
SJC,0,2
SJC,6,368
SJC,7,4006
SJC,8,7371
SJC,9,9135
SJC,10,7900
SJC,11,9023
SJC,12,8991
SJC,13,6393
SJC,14,6093
SJC,15,7510
SJC,16,6665
SJC,17,7314
SJC,18,9598
SJC,19,9445
SJC,20,8440
SJC,21,10323
SJC,22,12516
SJC,23,1321
SJT,1,1
SJT,9,101
SJT,10,595
SJT,13,399
SJT,14,222
SJT,15,343
SJT,16,53
SJT,17,543
SJT,18,164
SJT,19,94
SJT,20,11
SJT,21,166
SJT,22,1
SJT,23,546
SJU,0,1715
SJU,1,2206
SJU,2,1870
SJU,3,1269
SJU,4,307
SJU,5,331
SJU,6,150
SJU,7,462
SJU,8,1278
SJU,9,2126
SJU,10,1835
SJU,11,2653
SJU,12,4195
SJU,13,5364
SJU,14,4152
SJU,15,4752
SJU,16,2843
SJU,17,2358
SJU,18,1395
SJU,19,1151
SJU,20,1873
SJU,21,1897
SJU,22,2459
SJU,23,2305
SLC,0,3110
SLC,1,255
SLC,2,4
SLC,5,18
SLC,6,443
SLC,7,15590
SLC,8,15398
SLC,9,8041
SLC,10,25470
SLC,11,5199
SLC,12,10119
SLC,13,18834
SLC,14,17913
SLC,15,12044
SLC,16,23011
SLC,17,2588
SLC,18,4577
SLC,19,34801
SLC,20,8372
SLC,21,19133
SLC,22,6229
SLC,23,7534
SLN,11,64
SLN,12,468
SLN,16,113
SLN,17,422
SLN,23,506
SMF,0,2004
SMF,1,7
SMF,2,3
SMF,6,525
SMF,7,2012
SMF,8,6940
SMF,9,7030
SMF,10,5955
SMF,11,6988
SMF,12,6702
SMF,13,6741
SMF,14,4437
SMF,15,5989
SMF,16,5940
SMF,17,5411
SMF,18,7490
SMF,19,6851
SMF,20,7681
SMF,21,6398
SMF,22,7333
SMF,23,6781
SMX,7,5
SMX,8,70
SMX,9,44
SMX,10,18
SMX,11,2
SMX,12,7
SMX,13,25
SMX,14,22
SMX,15,45
SMX,16,99
SMX,17,25
SNA,7,1525
SNA,8,4168
SNA,9,6104
SNA,10,8963
SNA,11,5581
SNA,12,7107
SNA,13,4353
SNA,14,6148
SNA,15,5214
SNA,16,5003
SNA,17,4369
SNA,18,6625
SNA,19,5027
SNA,20,5740
SNA,21,7372
SNA,22,5032
SPI,1,1
SPI,7,7
SPI,8,540
SPI,9,101
SPI,11,6
SPI,12,5
SPI,13,6
SPI,14,594
SPI,15,224
SPI,16,193
SPI,17,294
SPI,18,166
SPI,19,2
SPI,20,655
SPI,21,45
SPI,22,656
SPN,0,27
SPN,3,150
SPN,7,142
SPN,8,575
SPN,13,151
SPN,15,13
SPN,17,262
SPN,21,150
SPS,1,4
SPS,9,112
SPS,10,538
SPS,11,29
SPS,13,63
SPS,14,191
SPS,15,351
SPS,16,73
SPS,17,216
SPS,19,5
SPS,20,4
SPS,21,94
SPS,23,536
SRQ,0,220
SRQ,1,2
SRQ,8,53
SRQ,9,787
SRQ,10,1531
SRQ,11,2442
SRQ,12,998
SRQ,13,999
SRQ,14,1656
SRQ,15,739
SRQ,16,864
SRQ,17,325
SRQ,18,1094
SRQ,19,559
SRQ,20,486
SRQ,21,555
SRQ,22,504
SRQ,23,927
STC,9,17
STC,10,25
STC,11,45
STC,12,29
STC,13,4
STC,14,3
STC,15,1
STC,16,14
STC,17,24
STC,18,37
STC,19,30
STC,20,42
STC,21,1
STL,0,2467
STL,1,663
STL,2,1
STL,3,2
STL,4,128
STL,5,577
STL,6,477
STL,7,6497
STL,8,6918
STL,9,9923
STL,10,9143
STL,11,6377
STL,12,9345
STL,13,7787
STL,14,7081
STL,15,12126
STL,16,8146
STL,17,6691
STL,18,13391
STL,19,7910
STL,20,11917
STL,21,6330
STL,22,6130
STL,23,7181
STS,7,136
STS,8,289
STS,9,449
STS,10,864
STS,11,583
STS,12,1267
STS,13,270
STS,14,270
STS,15,460
STS,16,427
STS,17,741
STS,18,548
STS,19,341
STS,20,62
STS,21,497
STS,22,271
STS,23,494
STT,7,208
STT,8,52
STT,9,129
STT,10,202
STT,11,34
STT,12,706
STT,13,1494
STT,14,1347
STT,15,1303
STT,16,684
STT,17,89
STX,7,13
STX,10,1
STX,12,158
STX,13,12
STX,14,667
STX,15,498
STX,16,114
STX,17,12
STX,20,75
STX,21,305
STX,22,110
STX,23,44
SUN,9,1
SUN,10,69
SUN,11,352
SUN,12,711
SUN,13,157
SUN,14,276
SUN,15,147
SUN,16,154
SUN,17,248
SUN,18,117
SUN,19,93
SUN,20,264
SUN,21,85
SUN,22,562
SUX,0,4
SUX,11,286
SUX,12,329
SUX,13,141
SUX,14,705
SUX,15,265
SUX,16,1
SUX,18,22
SUX,19,1
SUX,20,15
SUX,21,224
SUX,22,449
SWF,8,48
SWF,9,216
SWF,10,625
SWF,11,8
SWF,12,21
SWF,13,532
SWF,14,236
SWF,15,29
SWF,16,1243
SWF,17,933
SWF,18,216
SWF,19,666
SWF,20,46
SWF,21,40
SWF,22,607
SWO,1,3
SWO,11,17
SWO,12,77
SWO,13,589
SWO,14,5
SWO,17,230
SWO,18,1
SWO,19,37
SWO,20,2
SWO,21,336
SWO,22,52
SWO,23,271
SYR,0,848
SYR,1,3
SYR,3,3
SYR,7,73
SYR,8,1404
SYR,9,1811
SYR,10,2097
SYR,11,2992
SYR,12,1451
SYR,13,2386
SYR,14,2165
SYR,15,1105
SYR,16,1621
SYR,17,2599
SYR,18,2766
SYR,19,1022
SYR,20,1028
SYR,21,1394
SYR,22,1856
SYR,23,5172
SYR,24,12
TLH,0,141
TLH,3,1
TLH,7,52
TLH,8,170
TLH,9,324
TLH,10,1020
TLH,11,627
TLH,12,369
TLH,13,470
TLH,14,1146
TLH,15,913
TLH,16,634
TLH,17,932
TLH,18,597
TLH,19,1377
TLH,20,232
TLH,21,675
TLH,22,633
TLH,23,2123
TOL,0,201
TOL,8,147
TOL,9,162
TOL,10,670
TOL,11,41
TOL,12,8
TOL,13,721
TOL,14,26
TOL,15,72
TOL,16,344
TOL,17,378
TOL,18,140
TOL,19,37
TOL,20,40
TOL,21,149
TOL,22,573
TOL,23,356
TPA,0,2711
TPA,1,714
TPA,2,6
TPA,3,5
TPA,4,508
TPA,5,1105
TPA,6,660
TPA,7,2862
TPA,8,6129
TPA,9,7089
TPA,10,9881
TPA,11,11285
TPA,12,6140
TPA,13,8255
TPA,14,8369
TPA,15,9555
TPA,16,10036
TPA,17,9030
TPA,18,12235
TPA,19,8028
TPA,20,7741
TPA,21,8195
TPA,22,10822
TPA,23,8507
TRI,0,3
TRI,1,1
TRI,7,7
TRI,8,391
TRI,9,616
TRI,10,211
TRI,11,493
TRI,12,689
TRI,13,415
TRI,14,626
TRI,15,877
TRI,16,55
TRI,17,864
TRI,18,330
TRI,19,314
TRI,20,779
TRI,21,353
TRI,22,156
TRI,23,1042
TTN,0,12
TTN,8,88
TTN,9,401
TTN,10,524
TTN,11,240
TTN,12,327
TTN,13,370
TTN,14,237
TTN,15,255
TTN,16,155
TTN,17,421
TTN,18,499
TTN,19,96
TTN,20,377
TTN,21,252
TTN,22,685
TTN,23,475
TUL,0,252
TUL,1,8
TUL,2,4
TUL,7,191
TUL,8,458
TUL,9,2366
TUL,10,1650
TUL,11,3594
TUL,12,1632
TUL,13,3362
TUL,14,853
TUL,15,2374
TUL,16,2016
TUL,17,3065
TUL,18,2464
TUL,19,2429
TUL,20,857
TUL,21,2595
TUL,22,2218
TUL,23,3191
TUS,0,580
TUS,1,29
TUS,7,82
TUS,8,532
TUS,9,2204
TUS,10,3940
TUS,11,3659
TUS,12,2650
TUS,13,1781
TUS,14,1677
TUS,15,1536
TUS,16,2660
TUS,17,2385
TUS,18,1585
TUS,19,2062
TUS,20,2346
TUS,21,3356
TUS,22,3256
TUS,23,1929
TVC,0,436
TVC,2,1
TVC,8,11
TVC,9,1152
TVC,10,863
TVC,11,224
TVC,12,367
TVC,13,1081
TVC,14,591
TVC,15,863
TVC,16,807
TVC,17,1165
TVC,18,680
TVC,19,49
TVC,20,228
TVC,21,335
TVC,22,241
TVC,23,1255
TWF,11,308
TWF,12,415
TWF,14,188
TWF,15,6
TWF,16,1
TWF,17,269
TWF,18,393
TWF,21,48
TWF,22,28
TWF,23,545
TXK,1,1
TXK,9,121
TXK,10,527
TXK,11,1
TXK,13,392
TXK,14,234
TXK,17,132
TXK,18,292
TXK,19,24
TXK,20,3
TXK,21,337
TXK,22,163
TXK,23,151
TYR,1,2
TYR,9,264
TYR,10,378
TYR,11,72
TYR,12,179
TYR,13,578
TYR,14,15
TYR,15,17
TYR,16,44
TYR,17,393
TYR,18,292
TYR,19,1
TYR,20,1
TYR,21,472
TYR,23,178
TYS,0,589
TYS,1,6
TYS,2,2
TYS,3,4
TYS,6,26
TYS,7,21
TYS,8,832
TYS,9,1686
TYS,10,2269
TYS,11,3532
TYS,12,1186
TYS,13,1879
TYS,14,2828
TYS,15,2088
TYS,16,1784
TYS,17,3346
TYS,18,2141
TYS,19,3204
TYS,20,2146
TYS,21,2452
TYS,22,2391
TYS,23,4434
UIN,7,294
UIN,16,449
UIN,17,62
UIN,18,29
UIN,20,292
UIN,21,289
UIN,22,40
USA,7,111
USA,8,223
USA,9,150
USA,10,44
USA,11,47
USA,12,112
USA,13,223
USA,14,405
USA,15,225
USA,16,113
USA,17,94
USA,18,36
USA,19,111
USA,20,345
USA,21,87
USA,22,1
VEL,8,50
VEL,9,356
VEL,16,1
VEL,17,487
VEL,18,1
VLD,0,2
VLD,10,1
VLD,11,691
VLD,12,31
VLD,14,1
VLD,15,126
VLD,16,462
VLD,17,19
VLD,20,64
VLD,21,43
VLD,22,615
VPS,0,3
VPS,1,5
VPS,7,28
VPS,8,796
VPS,9,571
VPS,10,1138
VPS,11,836
VPS,12,1288
VPS,13,1709
VPS,14,1065
VPS,15,997
VPS,16,738
VPS,17,698
VPS,18,2032
VPS,19,908
VPS,20,844
VPS,21,652
VPS,22,1510
VPS,23,521
WRG,9,454
WRG,10,259
WRG,15,708
WYS,10,44
WYS,11,223
WYS,14,207
WYS,15,14
WYS,18,7
XNA,0,44
XNA,1,5
XNA,7,164
XNA,8,1526
XNA,9,1484
XNA,10,1171
XNA,11,2359
XNA,12,1415
XNA,13,2015
XNA,14,1687
XNA,15,1749
XNA,16,2232
XNA,17,2448
XNA,18,2235
XNA,19,1240
XNA,20,496
XNA,21,2855
XNA,22,1622
XNA,23,2404
XWA,10,14
XWA,11,29
XWA,12,47
XWA,14,75
XWA,16,80
XWA,19,6
XWA,22,49
XWA,23,98
YAK,10,212
YAK,11,488
YAK,17,641
YAK,18,68
YKM,0,305
YKM,9,112
YKM,10,54
YKM,11,520
YKM,13,56
YKM,14,535
YKM,15,3
YKM,16,30
YKM,18,274
YKM,19,154
YKM,21,88
YKM,23,309
YNG,16,1
YNG,17,1
YUM,0,9
YUM,8,51
YUM,9,344
YUM,10,192
YUM,11,100
YUM,12,106
YUM,13,98
YUM,14,29
YUM,15,134
YUM,16,381
YUM,17,205
YUM,19,427
YUM,20,464
YUM,21,29
YUM,22,399
YUM,23,314
